question,answer
莫德惠是哪里人？,吉林双城人（今属黑龙江）
哪一年考入天津北洋高等巡警学堂？,1906年考入天津北洋高等巡警学堂
莫德惠天津北洋高等巡警学堂毕业后担任了哪些职务？,毕业后分配吉林省警察厅任西局局员，旋即升任西局局长
何年出任清理吉林官产处处长？,1918年出任清理吉林官产处处长
《第一季单车二势力》是哪一年 的户外活动性节目？,2008年
《第一季单车二势力》的主持人是谁？,黑涩会美眉瑶瑶以及演艺圈新进MIA两位台湾艺人
《第一季单车二势力》是以什么形式进行的？,以主持人骑乘单车造访台湾各处知名景点，透过活泼风趣介绍当地有趣的人事物
用学生推荐美食有什么好处？,用学生推荐美食也可以增加节目的互动性，拉近与一般观众的距离，节目也不将再是纯粹的单向介绍美食给观众
四苯硼钠的化学式是什么？,NaB(CH)
四苯硼钠可溶和微溶于哪些试剂？,水、甲醇、丙酮和乙醇，微溶于氯仿和乙醚
四苯硼钠被用作制取什么？,其他四苯硼化物的原料、钾离子的沉淀剂和鉴定试剂、碳酸酯的缩聚催化剂及有机合成和配位化学试剂等
为什么四苯硼钠可用来制备和分离一些有机金属配合物？,四苯硼钠在非极性溶剂中溶解度较高，容易结晶，由此可用来制备和分离一些有机金属配合物
在中性、碱性或HAc性溶液中，四苯硼钠会发生什么？,会与钾离子定量反应，生成难溶于水的白色沉淀四苯硼钾
林久远通称为什么？,林久，或林阿九
林久远的祖籍是哪里？,泉州安溪
1979年上水警署搬到新址，原址则改为什么？   ,警民关系组办公室
旧上水警署的建筑特色是什么？,是典型的英国维多利亚时代建筑，以新古典主义特色设计。
旧上水警署除了担当执法工作外，还提供什么服务？,警署更提供免费疫苗防治疟疾，而在水荒期间，警署更为打鼓岭一带居民供水。
《驱·逐》的导演是谁？,奇连·伊士
《驱·逐》是什么时候全面公映的？,先在2008年12月12日在北美部分戏院上映，然后在次年1月9日全面公映。
Walt Kowalski居住在哪里？,密西根州底特律旁一个已沦为黑人区的小城
Walt Kowalski为什么牺牲了自己？,以铲除苗族裔不良份子
Walt Kowalski将自己的爱车留给了谁？,遗留给苗族裔年轻人。
宪法广场得名于哪里？,1843年9月3日奥托国王在起义后批准的希腊宪法。
宪法广场在星期日和官方假日有什么活动？,大部分卫兵都参加换岗仪式，并有军乐队伴奏。
宪法广场为什么是雅典多种公共交通形式的枢纽？,地铁在此设站，公共汽车和电车可通达城市各处。宪法广场与机场之间开行机场专线和地铁线泥路。
宪法广场位于哪里？,希腊首都雅典
宪法广场与希腊国会的位置关系？,位于希腊国会之前
绿喉毛腿蜂鸟是哪个国家的鸟？,哥伦比亚及厄瓜多尔
雄鸟的外型特征？,羽毛主要呈绿色，喉咙有绿松石色，上身及下身的主要部份呈金绿色。尾底羽呈紫蓝色，喙直而呈黑色。臀部呈蓝绿色，叉尾呈蓝黑色。
关于绿喉毛腿蜂鸟争议的是什么？,绿喉毛腿蜂鸟的分类
1850年采集的绿喉毛腿蜂鸟标本的采集点是是哪里？,厄瓜多尔介乎海拔2100-2300米的地方发现
绿喉毛腿蜂鸟是否已经灭绝？,可能
什么是自动气象站？,一种自动化的气象站，可节省人力并可测量偏远地区的气象资料。
如何监测云的种类、云量以及雾等传感器接触不到的天气现象？,人工监测
自动气象站通常被放置在什么地方？,供电网络和通讯网络内
北半球的太阳能电池板面朝哪个方向？,向南
为什么太阳能电池板不能安装为5度？,因为会使灰尘积聚而令电力输出下降。
软颚是什么？,是哺乳动物中硬腭延长形成的一个双褶皱形状的口腔部分。
软颚由什么组成的？,由咽腭肌和其它肌肉的延伸组成的。
哪些组织可以运动软腭？,咽缩肌（）、腭帆张肌（）和腭帆提肌
软颚有什么作用？,分隔呼吸道和消化道
为什么软颚的基线被称为“啊线”？,因为它在说“啊”的时候可见。
世宗柴荣即位，张永德所任官职什么？,接任殿前都指挥使
在决定后周生死存亡的高平之战后张永德接任什么职位？,张永德以战功加检校太傅，授义成军节度使
周世宗为什么下诏免去张的殿前都点检一职？,周世宗发现一个韦编袋子，里面有一块三尺长的木板，上有“点检做天子”五字
张永德老了以后被追赠为？,中书令
为什么命还本镇？,俄以衰耄
《Battle Spirits 少年突破马神》 什么时候开始在日本播放？,2008年9月至2009年6月间
托马斯·纳托尔早期在英格兰从事什么工作？,印刷学徒工
托马斯·纳托尔在美国访问时，在费城遇到了谁？,美国植物学家本杰明·史密斯·巴顿
纳托尔为什么经由新奥尔良回到伦敦？,当时英国和美国开战
1825年，托马斯·纳托尔被任命为？,哈佛大学植物园的园长
第一部北美洲树种的大全的书名是什么？,《北美洲森林：没有被弗朗索瓦·安德列·米歇描述的树》
布里亚特人主要分布在什么地方？,鄂温克自治旗、西伯利亚贝加尔湖以东、以北、色楞格河一带以及东方盟
什么时候蒙古人把布里亚特人纳入草原封建帝国的政治系统内？,元代
布里亚特人在十七世纪信仰什么佛教？,藏传佛教
居住在中国的布利亚特族人是由什么地方迁徙而来？,1917年从俄罗斯移民过来的。
为什么布利亚特族并没有受到喇嘛教太大的影响？,大多数的布利亚特族人崇拜自然和神灵。
蔡守训和谁一起被称为「司法悍将」？,吴定亚和徐千惠
为什么蔡守训去考台北师专当老师？,祖父说读师专后即有工作
蔡守训审理过德案件最著名的是什么？,特别费案、国务机要费案、小灯泡案
为什么扁案审理期间，行事低调的蔡守训出门需要变装？,承审的法官承受莫大压力，却换来不同立场的严厉批判，因为住宅都遭到独派包围抗议过，网路上也有人留言恐吓下达追杀令，甚至遭到跟拍，人身安全受到威胁
面对扁案的舆论，蔡守训做了什么回应？,「我只是尽法官的本分」。
什么是竹醋液？,也称竹酢液，是竹炭烧制过程的副产物。
精制过后的竹醋液有什么用途？,可用于农业用途，也可制成家用的清洁用品。
粗粹取的竹醋液有什么特点？,咖啡色，有焦味和酸味
粗粹取的竹醋液静置3-6个月后，为什么会分为三层？,受重力影响
《古代王者 恐龙王》是谁开发的游戏？,日本世嘉株式会社
亚法党是一个什么样的组织？,由Z博士所率领的邪恶组织
亚法党的目的是什么？,企图掠夺所有的恐龙卡片以称霸全世界。
宇宙之石为什么会来到地球？,恐龙灭绝时跟著殒石一起来到地球
宇宙之石有什么特点？,能够增强恐龙的力量，颜色和恐龙的属性有关。
杜氏棱鳀属于哪一个科目？,为辐鳍鱼纲鲱形目鲱亚目鳀科的其中一种。
杜氏棱鳀分布在什么地方？,印度西太平洋区
杜氏棱鳀外型特点？,体窄长侧扁
杜氏棱鳀的常见栖息地是什么地方？,栖息于沿岸，常出现在沙泥质海域及河口区。
杜氏棱鳀作为食用鱼有什么用途？,鱼体薄肉少，通常晒成鱼干，或是当下杂鱼。
尚真在位时间是什么时候？,1477年（成化十三年）至1526年（嘉靖五年）
明宪宗什么时候封尚真为王？,1479年（成化十五年）
尚真在位期间琉球势力扩张至什么地方？,宫古、八重山
为什么尚真王统治的50年被认为是琉球历史上最强盛的时期？,确立了琉球的官员品秩、朝仪制度、神官制度、赋税制度、行政划分，扩建了首里城，废除了殉葬习俗，并于1526年召各按司赴首里居住，禁止私人拥有兵器，加强了中央集权，此后琉球进入稳定发展的时期。
尚真王期间建立了琉球群岛哪些比较著名的建筑？,圆觉寺（1492年）、玉陵（1501年）、圆鉴池（1502年）、辩财天堂（1502年）
胡红玉是什么教徒？,天主教徒
和胡红玉一起拒绝参与反占中大联盟签名运动的另一名议员是谁？,林焕光
胡红玉为什么拒绝参加参与反占中大联盟签名运动？,胡红玉的政治立场比较倾向民主派。
1970年胡红玉参加的社团叫什么名称？,「香港观察社」
1993年担任香港立法局议员时，胡红玉间接促成了什么机构的产生？,平等机会委员会
芭芭拉·斯坦威克出生在什么地方？,美国纽约州布鲁克林
13岁时芭芭拉·斯坦威克辍学后做了什么？,在布鲁克林的一家百货公司当包装工。
芭芭拉·斯坦威克凭借什么首次登入荧幕？,无声片《百老汇夜晚》
芭芭拉·斯坦威克凭借哪部影片奥斯卡最佳女主角提名？,《慈母心》
1981年，林肯中心电影协会授予芭芭拉·斯坦威克什么奖项？,电影成就奖
为什么是梁次震宇宙学与粒子天文物理学研究中心？,由广达副董事长梁次震以个人名义捐款国立台湾大学物理学系所成立的研究中心
梁次震宇宙学与粒子天文物理学研究中心的中心主任是谁？,陈丕燊（Pisin Chen）博士
梁次震宇宙学与粒子天文物理学研究中心目前执行的试验计划由哪些？,夏威夷观测CMB之NTU Array计划、在南极洲探测GZK宇宙微中子之ANITA计划、及西藏的远距天文台计划
中心并著重推动几个工作小组？,五个
梁次震宇宙学与粒子天文物理学研究中心未来将迁至的宇宙观大楼位于哪里？,物理新馆与天数馆之间
什么是解理？,指的是矿物受力后沿弱面破裂的现象
我们怎么样获得区分矿物的线索？,每种晶系都有不同的建构方式，导致每种矿物其解理的数目或解理的夹角都不同。
岩石受到应力作用时常会沿着什么方向破裂？,垂直应力方向
节理的现象常出现在什么地方？,变质岩，尤其是板岩或千枚岩中很常见。
巴鲁剌思氏祖先是谁？,哈剌察儿，与成吉思汗同宗
巴鲁剌思氏主要分布在哪里？,伊朗与中亚
巴鲁剌思氏为什么会采用察合台语，用阿拉伯文与波斯文？,突厥化与伊斯兰化
帖木儿帝国是如何建立的？,他们在察合台汗国中期发迹，帖木儿的父亲塔剌海控制了渴石，帖木儿后来成为秃忽鲁帖木儿的辅臣，在他死后，赶走也里牙思火者，袭杀忽辛，自称苏丹，建立帖木儿帝国。
在帖木儿帝国解散后，巴布尔建立了哪个国家？,蒙兀儿帝国
烧录卡是什么？,任天堂DS或Game Boy Advance上的一种存储介质，通过它，可以使NDS或GBA机器对存储芯片内的各种文件进行读取。
插SLOT-1接口（NDS卡槽）的烧录卡为什么在NDS玩家中深受欢迎？,由于其可使用存储容量相对于任天堂游戏卡要大的多且能够对数据擦写的TF卡或mini-sd卡，并可在上述存储卡片上直接运行NDS的游戏
